PassengerId,Age,Pclass,Survived,Sex,Acquaintance,Cabin
536,7.0,2.0,1.0,0.0,1.0,7.0
537,45.0,1.0,0.0,1.0,0.0,1.0
538,30.0,1.0,1.0,0.0,0.0,7.0
539,60.0,3.0,0.0,1.0,0.0,7.0
540,22.0,1.0,1.0,0.0,1.0,1.0
541,36.0,1.0,1.0,0.0,1.0,1.0
542,9.0,3.0,0.0,0.0,1.0,7.0
543,11.0,3.0,0.0,0.0,1.0,7.0
544,32.0,2.0,1.0,1.0,1.0,7.0
545,50.0,1.0,0.0,1.0,1.0,2.0
546,64.0,1.0,0.0,1.0,0.0,7.0
547,19.0,2.0,1.0,0.0,1.0,7.0
548,60.0,2.0,1.0,1.0,0.0,7.0
549,33.0,3.0,0.0,1.0,1.0,7.0
550,8.0,2.0,1.0,1.0,1.0,7.0
551,17.0,1.0,1.0,1.0,1.0,2.0
552,27.0,2.0,0.0,1.0,0.0,7.0
553,60.0,3.0,0.0,1.0,0.0,7.0
554,22.0,3.0,1.0,1.0,0.0,7.0
555,22.0,3.0,1.0,0.0,0.0,7.0
556,62.0,1.0,0.0,1.0,0.0,7.0
557,48.0,1.0,1.0,0.0,1.0,0.0
558,60.0,1.0,0.0,1.0,0.0,7.0
559,39.0,1.0,1.0,0.0,1.0,4.0
560,36.0,3.0,1.0,0.0,1.0,7.0
561,60.0,3.0,0.0,1.0,0.0,7.0
562,40.0,3.0,0.0,1.0,0.0,7.0
563,28.0,2.0,0.0,1.0,0.0,7.0
564,60.0,3.0,0.0,1.0,0.0,7.0
565,60.0,3.0,0.0,0.0,0.0,7.0
566,24.0,3.0,0.0,1.0,1.0,7.0
567,19.0,3.0,0.0,1.0,0.0,7.0
568,29.0,3.0,0.0,0.0,1.0,7.0
569,60.0,3.0,0.0,1.0,0.0,7.0
570,32.0,3.0,1.0,1.0,0.0,7.0
571,62.0,2.0,1.0,1.0,0.0,7.0
572,53.0,1.0,1.0,0.0,1.0,2.0
573,36.0,1.0,1.0,1.0,0.0,4.0
574,60.0,3.0,1.0,0.0,0.0,7.0
575,16.0,3.0,0.0,1.0,0.0,7.0
576,19.0,3.0,0.0,1.0,0.0,7.0
577,34.0,2.0,1.0,0.0,0.0,7.0
578,39.0,1.0,1.0,0.0,1.0,4.0
579,60.0,3.0,0.0,0.0,1.0,7.0
580,32.0,3.0,1.0,1.0,0.0,7.0
581,25.0,2.0,1.0,0.0,1.0,7.0
582,39.0,1.0,1.0,0.0,1.0,2.0
583,54.0,2.0,0.0,1.0,0.0,7.0
584,36.0,1.0,0.0,1.0,0.0,0.0
585,60.0,3.0,0.0,1.0,0.0,7.0
586,18.0,1.0,1.0,0.0,1.0,4.0
587,47.0,2.0,0.0,1.0,0.0,7.0
588,60.0,1.0,1.0,1.0,1.0,1.0
589,22.0,3.0,0.0,1.0,0.0,7.0
590,60.0,3.0,0.0,1.0,0.0,7.0
591,35.0,3.0,0.0,1.0,0.0,7.0
592,52.0,1.0,1.0,0.0,1.0,3.0
593,47.0,3.0,0.0,1.0,0.0,7.0
594,60.0,3.0,0.0,0.0,1.0,7.0
595,37.0,2.0,0.0,1.0,1.0,7.0
596,36.0,3.0,0.0,1.0,1.0,7.0
597,60.0,2.0,1.0,0.0,0.0,7.0
598,49.0,3.0,0.0,1.0,0.0,7.0
599,60.0,3.0,0.0,1.0,0.0,7.0
600,49.0,1.0,1.0,1.0,1.0,0.0
601,24.0,2.0,1.0,0.0,1.0,7.0
602,60.0,3.0,0.0,1.0,0.0,7.0
603,60.0,1.0,0.0,1.0,0.0,7.0
604,44.0,3.0,0.0,1.0,0.0,7.0
605,35.0,1.0,1.0,1.0,0.0,7.0
606,36.0,3.0,0.0,1.0,1.0,7.0
607,30.0,3.0,0.0,1.0,0.0,7.0
608,27.0,1.0,1.0,1.0,0.0,7.0
609,22.0,2.0,1.0,0.0,1.0,7.0
610,40.0,1.0,1.0,0.0,0.0,2.0
611,39.0,3.0,0.0,0.0,1.0,7.0
612,60.0,3.0,0.0,1.0,0.0,7.0
613,60.0,3.0,1.0,0.0,1.0,7.0
614,60.0,3.0,0.0,1.0,0.0,7.0
615,35.0,3.0,0.0,1.0,0.0,7.0
616,24.0,2.0,1.0,0.0,1.0,7.0
617,34.0,3.0,0.0,1.0,1.0,7.0
618,26.0,3.0,0.0,0.0,1.0,7.0
619,4.0,2.0,1.0,0.0,1.0,5.0
620,26.0,2.0,0.0,1.0,0.0,7.0
621,27.0,3.0,0.0,1.0,1.0,7.0
622,42.0,1.0,1.0,1.0,1.0,3.0
623,20.0,3.0,1.0,1.0,1.0,7.0
624,21.0,3.0,0.0,1.0,0.0,7.0
625,21.0,3.0,0.0,1.0,0.0,7.0
626,61.0,1.0,0.0,1.0,0.0,3.0
627,57.0,2.0,0.0,1.0,0.0,7.0
628,21.0,1.0,1.0,0.0,0.0,3.0
629,26.0,3.0,0.0,1.0,0.0,7.0
630,60.0,3.0,0.0,1.0,0.0,7.0
631,80.0,1.0,1.0,1.0,0.0,0.0
632,51.0,3.0,0.0,1.0,0.0,7.0
633,32.0,1.0,1.0,1.0,0.0,1.0
634,60.0,1.0,0.0,1.0,0.0,7.0
635,9.0,3.0,0.0,0.0,1.0,7.0
636,28.0,2.0,1.0,0.0,0.0,7.0
637,32.0,3.0,0.0,1.0,0.0,7.0
638,31.0,2.0,0.0,1.0,1.0,7.0
639,41.0,3.0,0.0,0.0,1.0,7.0
640,60.0,3.0,0.0,1.0,1.0,7.0
641,20.0,3.0,0.0,1.0,0.0,7.0
642,24.0,1.0,1.0,0.0,0.0,1.0
643,2.0,3.0,0.0,0.0,1.0,7.0
644,60.0,3.0,1.0,1.0,0.0,7.0
645,1.0,3.0,1.0,0.0,1.0,7.0
646,48.0,1.0,1.0,1.0,1.0,3.0
647,19.0,3.0,0.0,1.0,0.0,7.0
648,56.0,1.0,1.0,1.0,0.0,0.0
649,60.0,3.0,0.0,1.0,0.0,7.0
650,23.0,3.0,1.0,0.0,0.0,7.0
651,60.0,3.0,0.0,1.0,0.0,7.0
652,18.0,2.0,1.0,0.0,1.0,7.0
653,21.0,3.0,0.0,1.0,0.0,7.0
654,60.0,3.0,1.0,0.0,0.0,7.0
655,18.0,3.0,0.0,0.0,0.0,7.0
656,24.0,2.0,0.0,1.0,1.0,7.0
657,60.0,3.0,0.0,1.0,0.0,7.0
658,32.0,3.0,0.0,0.0,1.0,7.0
659,23.0,2.0,0.0,1.0,0.0,7.0
660,58.0,1.0,0.0,1.0,1.0,3.0
661,50.0,1.0,1.0,1.0,1.0,7.0
662,40.0,3.0,0.0,1.0,0.0,7.0
663,47.0,1.0,0.0,1.0,0.0,4.0
664,36.0,3.0,0.0,1.0,0.0,7.0
665,20.0,3.0,1.0,1.0,1.0,7.0
666,32.0,2.0,0.0,1.0,1.0,7.0
667,25.0,2.0,0.0,1.0,0.0,7.0
668,60.0,3.0,0.0,1.0,0.0,7.0
669,43.0,3.0,0.0,1.0,0.0,7.0
670,60.0,1.0,1.0,0.0,1.0,2.0
671,40.0,2.0,1.0,0.0,1.0,7.0
672,31.0,1.0,0.0,1.0,1.0,1.0
673,70.0,2.0,0.0,1.0,0.0,7.0
674,31.0,2.0,1.0,1.0,0.0,7.0
675,60.0,2.0,0.0,1.0,0.0,7.0
676,18.0,3.0,0.0,1.0,0.0,7.0
677,25.0,3.0,0.0,1.0,0.0,7.0
678,18.0,3.0,1.0,0.0,0.0,7.0
679,43.0,3.0,0.0,0.0,1.0,7.0
680,36.0,1.0,1.0,1.0,1.0,1.0
681,60.0,3.0,0.0,0.0,0.0,7.0
682,27.0,1.0,1.0,1.0,0.0,3.0
683,20.0,3.0,0.0,1.0,0.0,7.0
684,14.0,3.0,0.0,1.0,1.0,7.0
685,60.0,2.0,0.0,1.0,1.0,7.0
686,25.0,2.0,0.0,1.0,1.0,7.0
687,14.0,3.0,0.0,1.0,1.0,7.0
688,19.0,3.0,0.0,1.0,0.0,7.0
689,18.0,3.0,0.0,1.0,0.0,7.0
690,15.0,1.0,1.0,0.0,1.0,1.0
691,31.0,1.0,1.0,1.0,1.0,1.0
692,4.0,3.0,1.0,0.0,1.0,7.0
693,60.0,3.0,1.0,1.0,0.0,7.0
694,25.0,3.0,0.0,1.0,0.0,7.0
695,60.0,1.0,0.0,1.0,0.0,7.0
696,52.0,2.0,0.0,1.0,0.0,7.0
697,44.0,3.0,0.0,1.0,0.0,7.0
698,60.0,3.0,1.0,0.0,0.0,7.0
699,49.0,1.0,0.0,1.0,1.0,2.0
700,42.0,3.0,0.0,1.0,0.0,5.0
701,18.0,1.0,1.0,0.0,1.0,2.0
702,35.0,1.0,1.0,1.0,0.0,4.0
703,18.0,3.0,0.0,0.0,1.0,7.0
704,25.0,3.0,0.0,1.0,0.0,7.0
705,26.0,3.0,0.0,1.0,1.0,7.0
706,39.0,2.0,0.0,1.0,0.0,7.0
707,45.0,2.0,1.0,0.0,0.0,7.0
708,42.0,1.0,1.0,1.0,0.0,4.0
709,22.0,1.0,1.0,0.0,0.0,7.0
710,60.0,3.0,1.0,1.0,1.0,7.0
711,24.0,1.0,1.0,0.0,0.0,2.0
712,60.0,1.0,0.0,1.0,0.0,2.0
713,48.0,1.0,1.0,1.0,1.0,2.0
714,29.0,3.0,0.0,1.0,0.0,7.0
715,52.0,2.0,0.0,1.0,0.0,7.0
716,19.0,3.0,0.0,1.0,0.0,5.0
717,38.0,1.0,1.0,0.0,0.0,2.0
718,27.0,2.0,1.0,0.0,0.0,4.0
719,60.0,3.0,0.0,1.0,0.0,7.0
720,33.0,3.0,0.0,1.0,0.0,7.0
721,6.0,2.0,1.0,0.0,1.0,7.0
722,17.0,3.0,0.0,1.0,1.0,7.0
723,34.0,2.0,0.0,1.0,0.0,7.0
724,50.0,2.0,0.0,1.0,0.0,7.0
725,27.0,1.0,1.0,1.0,1.0,4.0
726,20.0,3.0,0.0,1.0,0.0,7.0
727,30.0,2.0,1.0,0.0,1.0,7.0
728,60.0,3.0,1.0,0.0,0.0,7.0
729,25.0,2.0,0.0,1.0,1.0,7.0
730,25.0,3.0,0.0,0.0,1.0,7.0
731,29.0,1.0,1.0,0.0,0.0,1.0
732,11.0,3.0,0.0,1.0,0.0,7.0
733,60.0,2.0,0.0,1.0,0.0,7.0
734,23.0,2.0,0.0,1.0,0.0,7.0
735,23.0,2.0,0.0,1.0,0.0,7.0
736,29.0,3.0,0.0,1.0,0.0,7.0
737,48.0,3.0,0.0,0.0,1.0,7.0
738,35.0,1.0,1.0,1.0,0.0,1.0
739,60.0,3.0,0.0,1.0,0.0,7.0
740,60.0,3.0,0.0,1.0,0.0,7.0
741,60.0,1.0,1.0,1.0,0.0,3.0
742,36.0,1.0,0.0,1.0,1.0,2.0
743,21.0,1.0,1.0,0.0,1.0,1.0
744,24.0,3.0,0.0,1.0,1.0,7.0
745,31.0,3.0,1.0,1.0,0.0,7.0
746,70.0,1.0,0.0,1.0,1.0,1.0
747,16.0,3.0,0.0,1.0,1.0,7.0
748,30.0,2.0,1.0,0.0,0.0,7.0
749,19.0,1.0,0.0,1.0,1.0,3.0
750,31.0,3.0,0.0,1.0,0.0,7.0
751,4.0,2.0,1.0,0.0,1.0,7.0
752,6.0,3.0,1.0,1.0,1.0,4.0
753,33.0,3.0,0.0,1.0,0.0,7.0
754,23.0,3.0,0.0,1.0,0.0,7.0
755,48.0,2.0,1.0,0.0,1.0,7.0
756,1.0,2.0,1.0,1.0,1.0,7.0
757,28.0,3.0,0.0,1.0,0.0,7.0
758,18.0,2.0,0.0,1.0,0.0,7.0
759,34.0,3.0,0.0,1.0,0.0,7.0
760,33.0,1.0,1.0,0.0,0.0,1.0
761,60.0,3.0,0.0,1.0,0.0,7.0
762,41.0,3.0,0.0,1.0,0.0,7.0
763,20.0,3.0,1.0,1.0,0.0,7.0
764,36.0,1.0,1.0,0.0,1.0,1.0
765,16.0,3.0,0.0,1.0,0.0,7.0
766,51.0,1.0,1.0,0.0,1.0,3.0
767,60.0,1.0,0.0,1.0,0.0,7.0
768,31.0,3.0,0.0,0.0,0.0,7.0
769,60.0,3.0,0.0,1.0,1.0,7.0
770,32.0,3.0,0.0,1.0,0.0,7.0
771,24.0,3.0,0.0,1.0,0.0,7.0
772,48.0,3.0,0.0,1.0,0.0,7.0
773,57.0,2.0,0.0,0.0,0.0,4.0
774,60.0,3.0,0.0,1.0,0.0,7.0
775,54.0,2.0,1.0,0.0,1.0,7.0
776,18.0,3.0,0.0,1.0,0.0,7.0
777,60.0,3.0,0.0,1.0,0.0,5.0
778,5.0,3.0,1.0,0.0,0.0,7.0
779,60.0,3.0,0.0,1.0,0.0,7.0
780,43.0,1.0,1.0,0.0,1.0,1.0
781,13.0,3.0,1.0,0.0,0.0,7.0
782,17.0,1.0,1.0,0.0,1.0,1.0
783,29.0,1.0,0.0,1.0,0.0,3.0
784,60.0,3.0,0.0,1.0,1.0,7.0
785,25.0,3.0,0.0,1.0,0.0,7.0
786,25.0,3.0,0.0,1.0,0.0,7.0
787,18.0,3.0,1.0,0.0,0.0,7.0
788,8.0,3.0,0.0,1.0,1.0,7.0
789,1.0,3.0,1.0,1.0,1.0,7.0
790,46.0,1.0,0.0,1.0,0.0,1.0
791,60.0,3.0,0.0,1.0,0.0,7.0
792,16.0,2.0,0.0,1.0,0.0,7.0
793,60.0,3.0,0.0,0.0,1.0,7.0
794,60.0,1.0,0.0,1.0,0.0,7.0
795,25.0,3.0,0.0,1.0,0.0,7.0
796,39.0,2.0,0.0,1.0,0.0,7.0
797,49.0,1.0,1.0,0.0,0.0,3.0
798,31.0,3.0,1.0,0.0,0.0,7.0
799,30.0,3.0,0.0,1.0,0.0,7.0
800,30.0,3.0,0.0,0.0,1.0,7.0
801,34.0,2.0,0.0,1.0,0.0,7.0
802,31.0,2.0,1.0,0.0,1.0,7.0
803,11.0,1.0,1.0,1.0,1.0,1.0
804,1.0,3.0,1.0,1.0,1.0,7.0
805,27.0,3.0,1.0,1.0,0.0,7.0
806,31.0,3.0,0.0,1.0,0.0,7.0
807,39.0,1.0,0.0,1.0,0.0,0.0
808,18.0,3.0,0.0,0.0,0.0,7.0
809,39.0,2.0,0.0,1.0,0.0,7.0
810,33.0,1.0,1.0,0.0,1.0,4.0
811,26.0,3.0,0.0,1.0,0.0,7.0
812,39.0,3.0,0.0,1.0,0.0,7.0
813,35.0,2.0,0.0,1.0,0.0,7.0
814,6.0,3.0,0.0,0.0,1.0,7.0
815,31.0,3.0,0.0,1.0,0.0,7.0
816,60.0,1.0,0.0,1.0,0.0,1.0
817,23.0,3.0,0.0,0.0,0.0,7.0
818,31.0,2.0,0.0,1.0,1.0,7.0
819,43.0,3.0,0.0,1.0,0.0,7.0
820,10.0,3.0,0.0,1.0,1.0,7.0
821,52.0,1.0,1.0,0.0,1.0,1.0
822,27.0,3.0,1.0,1.0,0.0,7.0
823,38.0,1.0,0.0,1.0,0.0,7.0
824,27.0,3.0,1.0,0.0,1.0,4.0
825,2.0,3.0,0.0,1.0,1.0,7.0
826,60.0,3.0,0.0,1.0,0.0,7.0
827,60.0,3.0,0.0,1.0,0.0,7.0
828,1.0,2.0,1.0,1.0,1.0,7.0
829,60.0,3.0,1.0,1.0,0.0,7.0
830,62.0,1.0,1.0,0.0,0.0,1.0
831,15.0,3.0,1.0,0.0,1.0,7.0
832,1.0,2.0,1.0,1.0,1.0,7.0
833,60.0,3.0,0.0,1.0,0.0,7.0
834,23.0,3.0,0.0,1.0,0.0,7.0
835,18.0,3.0,0.0,1.0,0.0,7.0
836,39.0,1.0,1.0,0.0,1.0,4.0
837,21.0,3.0,0.0,1.0,0.0,7.0
838,60.0,3.0,0.0,1.0,0.0,7.0
839,32.0,3.0,1.0,1.0,0.0,7.0
840,60.0,1.0,1.0,1.0,0.0,2.0
841,20.0,3.0,0.0,1.0,0.0,7.0
842,16.0,2.0,0.0,1.0,0.0,7.0
843,30.0,1.0,1.0,0.0,0.0,7.0
844,35.0,3.0,0.0,1.0,0.0,7.0
845,17.0,3.0,0.0,1.0,0.0,7.0
846,42.0,3.0,0.0,1.0,0.0,7.0
847,60.0,3.0,0.0,1.0,1.0,7.0
848,35.0,3.0,0.0,1.0,0.0,7.0
849,28.0,2.0,0.0,1.0,1.0,7.0
850,60.0,1.0,1.0,0.0,1.0,2.0
851,4.0,3.0,0.0,1.0,1.0,7.0
852,74.0,3.0,0.0,1.0,0.0,7.0
853,9.0,3.0,0.0,0.0,1.0,7.0
854,16.0,1.0,1.0,0.0,1.0,3.0
855,44.0,2.0,0.0,0.0,1.0,7.0
856,18.0,3.0,1.0,0.0,1.0,7.0
857,45.0,1.0,1.0,0.0,1.0,7.0
858,51.0,1.0,1.0,1.0,0.0,4.0
859,24.0,3.0,1.0,0.0,1.0,7.0
860,60.0,3.0,0.0,1.0,0.0,7.0
861,41.0,3.0,0.0,1.0,1.0,7.0
862,21.0,2.0,0.0,1.0,1.0,7.0
863,48.0,1.0,1.0,0.0,0.0,3.0
864,60.0,3.0,0.0,0.0,1.0,7.0
865,24.0,2.0,0.0,1.0,0.0,7.0
866,42.0,2.0,1.0,0.0,0.0,7.0
867,27.0,2.0,1.0,0.0,1.0,7.0
868,31.0,1.0,0.0,1.0,0.0,0.0
869,60.0,3.0,0.0,1.0,0.0,7.0
870,4.0,3.0,1.0,1.0,1.0,7.0
871,26.0,3.0,0.0,1.0,0.0,7.0
872,47.0,1.0,1.0,0.0,1.0,3.0
873,33.0,1.0,0.0,1.0,0.0,1.0
874,47.0,3.0,0.0,1.0,0.0,7.0
875,28.0,2.0,1.0,0.0,1.0,7.0
876,15.0,3.0,1.0,0.0,0.0,7.0
877,20.0,3.0,0.0,1.0,0.0,7.0
878,19.0,3.0,0.0,1.0,0.0,7.0
879,60.0,3.0,0.0,1.0,0.0,7.0
880,56.0,1.0,1.0,0.0,1.0,2.0
881,25.0,2.0,1.0,0.0,1.0,7.0
882,33.0,3.0,0.0,1.0,0.0,7.0
883,22.0,3.0,0.0,0.0,0.0,7.0
884,28.0,2.0,0.0,1.0,0.0,7.0
885,25.0,3.0,0.0,1.0,0.0,7.0
886,39.0,3.0,0.0,0.0,1.0,7.0
887,27.0,2.0,0.0,1.0,0.0,7.0
888,19.0,1.0,1.0,0.0,0.0,1.0
889,60.0,3.0,0.0,0.0,1.0,7.0
890,26.0,1.0,1.0,1.0,0.0,2.0
891,32.0,3.0,0.0,1.0,0.0,7.0
